ID	Gene Ontology Molecular Function
100152_at	0005515 // protein binding // inferred from electronic annotation /// 0008201 // heparin binding // inferred from electronic annotation
100153_at	0005515 // protein binding // inferred from electronic annotation /// 0008201 // heparin binding // inferred from electronic annotation
100154_at	0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0004886 // retinoid-X receptor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0030375 // thyroid hormone receptor coactivator activity // inferred from electronic annotation /// 0042809 // vitamin D receptor binding // inferred from electronic annotation /// 0042974 // retinoic acid receptor binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation /// 0046966 // thyroid hormone receptor binding // inferred from electronic annotation /// 0046982 // protein heterodimerization activity // inferred from electronic annotation
100155_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004713 // protein tyrosine kinase activity // inferred from electronic annotation /// 0004714 // transmembrane receptor protein tyrosine kinase activity // inferred from electronic annotation /// 0004872 // receptor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation
100156_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation
100213_f_at	0003735 // structural constituent of ribosome // inferred from electronic annotation
100225_f_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0017111 // nucleoside-triphosphatase activity // inferred from electronic annotation
100272_at	"0003677 // DNA binding // inferred from electronic annotation /// 0005506 // iron ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0016702 // oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
100277_at	0005102 // receptor binding // inferred from physical interaction /// 0005125 // cytokine activity // inferred from electronic annotation /// 0005179 // hormone activity // inferred from electronic annotation /// 0008083 // growth factor activity // inferred from electronic annotation /// 0042802 // identical protein binding // inferred from electronic annotation /// 0048184 // follistatin binding // inferred from electronic annotation
100278_at	0004860 // protein kinase inhibitor activity // inferred from electronic annotation /// 0004861 // cyclin-dependent protein kinase inhibitor activity // inferred from direct assay /// 0004861 // cyclin-dependent protein kinase inhibitor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction
100279_at	"0008373 // sialyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016757 // transferase activity, transferring glycosyl groups // inferred from electronic annotation"
100280_at	0003677 // DNA binding // inferred from direct assay /// 0003677 // DNA binding // inferred from electronic annotation
100281_at	0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation
100282_at	0004871 // signal transducer activity // inferred from electronic annotation /// 0004872 // receptor activity // inferred from electronic annotation /// 0004930 // G-protein coupled receptor activity // inferred from electronic annotation /// 0004977 // melanocortin receptor activity // inferred from electronic annotation /// 0004993 // serotonin receptor activity // inferred from electronic annotation /// 0030594 // neurotransmitter receptor activity // inferred from electronic annotation
