Probe Set ID	Gene Title	Gene Symbol	UniGene ID	Chromosomal Location
1552675_at	"DnaJ (Hsp40) homolog, subfamily B, member 7"	DNAJB7	Hs.585042	chr22q13.2
1552676_at	urocortin 3 (stresscopin)	UCN3	Hs.511775	chr10p15.1
1552677_a_at	DIP2 disco-interacting protein 2 homolog A (Drosophila)	DIP2A	Hs.189585	chr21q22.3
1552678_a_at	ubiquitin specific peptidase 28	USP28	Hs.503891	chr11q23
1552680_a_at	cancer susceptibility candidate 5	CASC5	Hs.181855	chr15q14
1552682_a_at	cancer susceptibility candidate 5	CASC5	Hs.181855	chr15q14
1552684_a_at	SUMO/sentrin specific peptidase family member 8	SENP8	Hs.513002	chr15q23
1552685_a_at	grainyhead-like 1 (Drosophila)	GRHL1	Hs.418493	chr2p25.1
1552686_at	chromosome 20 open reading frame 152	C20orf152	Hs.517008	chr20q11.23
1552687_a_at	chromosome 20 open reading frame 152	C20orf152	Hs.517008	chr20q11.23
1552689_at	CASK interacting protein 1	CASKIN1	Hs.643537	chr16p13.3
1552690_a_at	"calcium channel, voltage-dependent, alpha 2/delta subunit 4"	CACNA2D4	Hs.13768	chr12p13.33
1552691_at	ADP-ribosylation factor-like 11	ARL11	Hs.558599	chr13q14.3
1552693_at	ADP-ribosylation factor-like 11	ARL11	Hs.558599	chr13q14.3
1552694_at	"solute carrier family 2 (facilitated glucose transporter), member 13"	SLC2A13	Hs.558595	chr12q12
1552695_a_at	"solute carrier family 2 (facilitated glucose transporter), member 13"	SLC2A13	Hs.558595	chr12q12
1552696_at	non imprinted in Prader-Willi/Angelman syndrome 1	NIPA1	Hs.511797	chr15q11.2
1552698_at	"tubulin, alpha pseudogene"	MGC16703	Hs.585006	chr22q11.21
1552701_a_at	caspase-1 dominant-negative inhibitor pseudo-ICE	COP1	Hs.348365	---
1552703_s_at	"caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase) /// caspase-1 dominant-negative inhibitor pseudo-ICE"	CASP1 /// COP1	Hs.348365	chr11q23
1552705_at	dual specificity phosphatase 19	DUSP19	Hs.132237	chr2q32.1
1552708_a_at	dual specificity phosphatase 19	DUSP19	Hs.132237	chr2q32.1
1552711_a_at	cytochrome b5 domain containing 1	CYB5D1	Hs.27475	chr17p13.1
1552712_a_at	nicotinamide nucleotide adenylyltransferase 2	NMNAT2	Hs.497123	chr1q25
1552713_a_at	"solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)"	SLC4A1	Hs.443948	chr17q21-q22
1552714_at	cellular repressor of E1A-stimulated genes 2	CREG2	Hs.30917	chr2q11.2
1552715_a_at	relaxin/insulin-like family peptide receptor 1	RXFP1	Hs.591686	chr4q32.1
1552716_at	hypothetical protein LOC100134025 /// sperm flagellar 2	LOC100134025 /// SPEF2	Hs.298863	chr5p13.2
1552717_s_at	centrosomal protein 170kDa /// centrosomal protein 170kDa-like	CEP170 /// CEP170L	Hs.533635	chr1q44 /// chr4q26
1552718_at	D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae)	DTD1	Hs.659442	chr20p11.23
1552719_at	cancer susceptibility candidate 4	CASC4	Hs.512867	chr15q15.3
1552721_a_at	fibroblast growth factor 1 (acidic)	FGF1	Hs.483635	chr5q31
1552722_at	"cyclic AMP-regulated phosphoprotein, 21 kD"	ARPP-21	Hs.475902	chr3p22.3
1552724_at	"Rhox homeobox family, member 1"	RHOXF1	Hs.644617	chrXq24
1552725_s_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 17"	ADAMTS17	Hs.513200	chr15q24
1552726_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 17"	ADAMTS17	Hs.513200	chr15q24
1552727_s_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 17"	ADAMTS17	Hs.513200	chr15q24
1552729_at	small nucleolar RNA host gene 7 (non-protein coding)	SNHG7	Hs.636619	chr9q34.3
1552730_at	desert hedgehog homolog (Drosophila)	DHH	Hs.524382	chr12q12-q13.1
1552731_at	actin-binding Rho activating protein	ABRA	Hs.374668	chr8q23.1
1552732_at	actin-binding Rho activating protein	ABRA	Hs.374668	chr8q23.1
1552733_at	kelch domain containing 1	KLHDC1	Hs.509258	chr14q22.1
1552734_at	rapamycin-insensitive companion of mTOR	RICTOR	Hs.407926	chr5p13.1
1552735_at	"protocadherin gamma subfamily A, 4"	PCDHGA4	---	chr5q31
1552736_a_at	neuropilin (NRP) and tolloid (TLL)-like 1	NETO1	Hs.465407	chr18q22-q23
1552737_s_at	WW domain containing E3 ubiquitin protein ligase 2	WWP2	Hs.408458	chr16q22.1
1552738_a_at	suppression of tumorigenicity 7 like	ST7L	Hs.201921	chr1p13.2
1552739_s_at	suppression of tumorigenicity 7 like	ST7L	Hs.201921	chr1p13.2
1552740_at	chromosome 2 open reading frame 15	C2orf15	Hs.352211	chr2q11.2
1552742_at	"potassium voltage-gated channel, subfamily H (eag-related), member 8"	KCNH8	Hs.475656	chr3p24.3
1552743_at	MCF.2 cell line derived transforming sequence-like	MCF2L	Hs.170422	chr13q34
1552745_at	"solute carrier organic anion transporter family, member 6A1"	SLCO6A1	Hs.388874	chr5q21.1
1552747_a_at	chromosome 3 open reading frame 48	C3orf48	Hs.710379	chr3p24.3
1552749_a_at	kinesin light chain 3	KLC3	Hs.298079	chr19q13.2-q13.3
1552750_at	calcium and integrin binding family member 3	CIB3	Hs.255432	chr19p13.12
1552751_a_at	calcium and integrin binding family member 3	CIB3	Hs.255432	chr19p13.12
1552752_a_at	cell adhesion molecule 2	CADM2	Hs.164578	chr3p12.1
1552754_a_at	cell adhesion molecule 2	CADM2	Hs.164578	chr3p12.1
1552755_at	chromosome 9 open reading frame 66	C9orf66	Hs.190877	chr9p24.3
1552757_s_at	chromosome 9 open reading frame 66	C9orf66	Hs.190877	chr9p24.3
1552758_at	histone deacetylase 9	HDAC9	Hs.196054	chr7p21.1
1552760_at	histone deacetylase 9	HDAC9	Hs.196054	chr7p21.1
1552761_at	"solute carrier family 16, member 11 (monocarboxylic acid transporter 11)"	SLC16A11	Hs.336564	chr17p13.1
1552763_at	transmembrane protein 67	TMEM67	Hs.116240	chr8q22.1
1552765_x_at	transmembrane protein 67	TMEM67	Hs.116240	chr8q22.1
1552766_at	heparan sulfate 6-O-sulfotransferase 2	HS6ST2	Hs.385956	chrXq26.2
1552767_a_at	heparan sulfate 6-O-sulfotransferase 2	HS6ST2	Hs.385956	chrXq26.2
1552768_at	"calcium/calmodulin-dependent protein kinase kinase 1, alpha"	CAMKK1	Hs.8417	chr17p13.2
1552769_at	zinc finger protein 625	ZNF625	Hs.512823	chr19p13.2
1552770_s_at	zinc finger protein 563	ZNF563	Hs.663510	chr19p13.2
1552771_a_at	lin-9 homolog (C. elegans)	LIN9	Hs.120817	chr1q42.12
1552772_at	"C-type lectin domain family 4, member D"	CLEC4D	Hs.351811	chr12p13.31
1552773_at	"C-type lectin domain family 4, member D"	CLEC4D	Hs.351811	chr12p13.31
1552774_a_at	"solute carrier family 25, member 27"	SLC25A27	Hs.40510	chr6p11.2-q12
1552775_at	"G protein-coupled receptor, family C, group 6, member A"	GPRC6A	Hs.266745	chr6q22.2
1552777_a_at	retinoic acid early transcript 1E	RAET1E	Hs.511818	chr6q25.1
1552779_a_at	"solute carrier family 44, member 5"	SLC44A5	Hs.654821	chr1p31.1
1552782_at	"solute carrier family 44, member 5"	SLC44A5	Hs.654821	chr1p31.1
1552783_at	zinc finger protein 417	ZNF417	Hs.567710	chr19q13.43
1552785_at	zinc finger protein 781	ZNF781	Hs.631565	chr19q13.12
1552787_at	helicase (DNA) B	HELB	Hs.505941	chr12q14.3
1552788_a_at	helicase (DNA) B	HELB	Hs.505941	chr12q14.3
1552789_at	SEC62 homolog (S. cerevisiae)	SEC62	Hs.592561	chr3q26.2
1552790_a_at	SEC62 homolog (S. cerevisiae)	SEC62	Hs.592561	chr3q26.2
1552791_a_at	triadin	TRDN	Hs.654601	chr6q22-q23
1552792_at	suppressor of cytokine signaling 4	SOCS4	Hs.708344	chr14q22.3
1552793_at	chromosome 8 open reading frame 31	C8orf31	Hs.660382	chr8q24.3
1552794_a_at	zinc finger protein 547	ZNF547	Hs.446620	chr19q13.43
1552796_a_at	single-minded homolog 1 (Drosophila)	SIM1	Hs.520293	chr6q16.3-q21
1552797_s_at	prominin 2	PROM2	Hs.469313	chr2q11.1
1552798_a_at	toll-like receptor 4	TLR4	Hs.174312	chr9q32-q33
1552799_at	t-SNARE domain containing 1	TSNARE1	Hs.370931	chr8q24.3
1552800_at	abhydrolase domain containing 11	ABHD11	Hs.647045	chr7q11.23
1552801_at	calpain 13	CAPN13	Hs.660911	chr2p22-p21
1552803_a_at	chromosome 1 open reading frame 215	C1orf215	---	chr1p36.11
1552804_a_at	toll-interleukin 1 receptor (TIR) domain containing adaptor protein	TIRAP	Hs.537126	chr11q24.2
1552806_a_at	sialic acid binding Ig-like lectin 10	SIGLEC10	Hs.284813	chr19q13.3
1552807_a_at	sialic acid binding Ig-like lectin 10	SIGLEC10	Hs.284813	chr19q13.3
1552808_at	ADAMTS-like 1	ADAMTSL1	Hs.522019	chr9p22.2-p22.1
1552809_at	"regulatory factor X, 4 (influences HLA class II expression)"	RFX4	Hs.388827	chr12q24
1552811_at	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"	WFIKKN1	Hs.345818	chr16p13.3
1552812_a_at	SUMO1/sentrin specific peptidase 1	SENP1	Hs.371957	chr12q13.1
1552813_at	Kruppel-like factor 14	KLF14	Hs.125240	chr7q32.2
1552814_a_at	Kruppel-like factor 14	KLF14	Hs.125240	chr7q32.2
1552816_at	nucleoredoxin-like 2	NXNL2	Hs.668937	chr9q22.1
1552818_a_at	bombesin-like receptor 3	BRS3	Hs.121484	chrXq26-q28
1552819_at	chromosome 21 open reading frame 86	C21orf86	Hs.710382	chr21q22.3
1552822_at	thioredoxin domain containing 10	TXNDC10	Hs.440534	chr18q22
1552825_at	zinc finger protein 396	ZNF396	Hs.351005	chr18q12
1552826_at	"solute carrier family 26, member 7"	SLC26A7	Hs.354013	chr8q23
1552827_s_at	"solute carrier family 26, member 7"	SLC26A7	Hs.354013	chr8q23
1552828_at	sorting nexin 18	SNX18	Hs.432755	chr5q11.2
1552829_at	---	---	---	---
1552830_at	F-box protein 39	FBXO39	Hs.368364	chr17p13.2
1552833_at	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)"	B3GNT6	Hs.352622	chr11q13.4
1552834_at	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)"	B3GNT6	Hs.352622	chr11q13.4
1552835_at	DENN/MADD domain containing 1B	DENND1B	Hs.657779	chr1q31.3
1552836_at	zinc finger protein 619	ZNF619	Hs.407159	chr3p22.1
1552837_at	intestinal cell (MAK-like) kinase	ICK	Hs.417022	chr6p12.3-p11.2
1552839_at	"family with sequence similarity 71, member D"	FAM71D	Hs.412818	chr14q23.3
1552841_s_at	BCL2-like 14 (apoptosis facilitator)	BCL2L14	Hs.210343	chr12p13-p12
1552842_at	heparan sulfate 6-O-sulfotransferase 3 /// similar to heparan sulfate 6-O-sulfotransferase 3	HS6ST3 /// LOC100134314	Hs.171001	chr13q32.1
1552843_at	"solute carrier family 26 (sulfate transporter), member 1"	SLC26A1	Hs.658244	chr4p16.3
1552845_at	claudin 15	CLDN15	Hs.38738	chr7q11.22
1552846_s_at	"RAB42, member RAS oncogene family"	RAB42	Hs.652321	chr1p35.3
1552848_a_at	patched domain containing 1	PTCHD1	Hs.319503	chrXp22.11
1552849_at	chromosome 2 open reading frame 65	C2orf65	Hs.348645	chr2p13.1
1552851_at	zinc finger and SCAN domain containing 4	ZSCAN4	Hs.469663	chr19q13.43
1552852_a_at	zinc finger and SCAN domain containing 4	ZSCAN4	Hs.469663	chr19q13.43
1552853_at	von Willebrand factor A domain containing 5B1	VWA5B1	Hs.205178	chr1p36.12
1552854_a_at	von Willebrand factor A domain containing 5B1	VWA5B1	Hs.205178	chr1p36.12
1552856_at	transmembrane protein 148	TMEM148	Hs.679002	chr16q24.1
1552857_a_at	5-hydroxytryptamine (serotonin) receptor 6	HTR6	Hs.22180	chr1p36-p35
1552858_at	"melanoma antigen family B, 6"	MAGEB6	Hs.376011	chrXp21.3
1552860_at	transcription elongation factor B polypeptide 3C (elongin A3)	TCEB3C	Hs.515381	chr18q21.1
1552862_at	chromosome 1 open reading frame 104	C1orf104	---	chr1q22
1552863_a_at	"calcium channel, voltage-dependent, gamma subunit 6"	CACNG6	Hs.631560	chr19q13.4
1552865_a_at	intermediate filament tail domain containing 1	IFLTD1	Hs.44647	chr12p12.1
1552867_at	---	---	---	---
1552868_at	chromosome 19 open reading frame 23	C19orf23	Hs.438829	chr19p13.3
1552870_s_at	chromosome 1 open reading frame 125	C1orf125	Hs.658505	chr1q25.2
1552872_at	chromosome X and Y open reading frame 2	CXYorf2	Hs.521856	chrXp22.33; Yp11.3
1552873_s_at	chromosome X and Y open reading frame 2	CXYorf2	Hs.521856	chrXp22.33; Yp11.3
1552875_a_at	CD200 receptor 1	CD200R1	Hs.309158	chr3q13.2
1552876_at	chromosome 21 open reading frame 89	C21orf89	Hs.710194	chr21q22.3
1552877_s_at	chromosome 21 open reading frame 89	C21orf89	Hs.710194	chr21q22.3
1552878_at	atonal homolog 7 (Drosophila)	ATOH7	Hs.175396	chr10q21.3|10q21.3-q22.1
1552879_a_at	atonal homolog 7 (Drosophila)	ATOH7	Hs.175396	chr10q21.3|10q21.3-q22.1
1552880_at	SEC16 homolog B (S. cerevisiae)	SEC16B	Hs.709633	chr1q25.2
1552882_a_at	family with sequence similarity 123B	FAM123B	Hs.314225	chrXq11.1
1552884_at	NK6 homeobox 3	NKX6-3	Hs.647132	chr8p11.21
1552885_a_at	NK6 homeobox 3	NKX6-3	Hs.647132	chr8p11.21
1552887_at	chromosome 10 open reading frame 27	C10orf27	Hs.386698	chr10q22.1
1552889_a_at	exocyst complex component 3-like 2	EXOC3L2	Hs.337557	chr19q13.32
1552890_a_at	calcium binding protein 4	CABP4	Hs.143036	chr11q13.1
1552892_at	"tumor necrosis factor receptor superfamily, member 13C"	TNFRSF13C	Hs.344088	chr22q13.1-q13.31
1552893_at	calcium/calmodulin-dependent protein kinase II inhibitor 2	CAMK2N2	Hs.585003	chr3q27.1
1552895_a_at	chromosome 21 open reading frame 99	C21orf99	Hs.558645	chr21q11.2
1552897_a_at	"potassium voltage-gated channel, subfamily G, member 3"	KCNG3	Hs.352633	chr2p21
1552898_a_at	"potassium voltage-gated channel, subfamily G, member 3"	KCNG3	Hs.352633	chr2p21
1552899_at	hypothetical protein MGC34034	RP4-662A9.2	Hs.126165	chr6q23.2
1552900_a_at	hypothetical protein MGC34034	RP4-662A9.2	Hs.126165	chr6q23.2
1552902_a_at	forkhead box P2	FOXP2	Hs.656280	chr7q31
1552903_at	"beta-1,4-N-acetyl-galactosaminyl transferase 2"	B4GALNT2	Hs.374679	chr17q21.32
1552904_at	neuropilin (NRP) and tolloid (TLL)-like 1	NETO1	Hs.465407	chr18q22-q23
1552906_at	fragile X mental retardation 1 neighbor	FMR1NB	Hs.128580	chrXq27.3-q28
1552908_at	chromosome 1 open reading frame 150	C1orf150	Hs.662658	chr1q44
1552910_at	sialic acid binding Ig-like lectin 11	SIGLEC11	Hs.661852	chr19q13.33
1552911_at	sialic acid binding Ig-like lectin 11	SIGLEC11	Hs.661852	chr19q13.33
1552912_a_at	interleukin 23 receptor	IL23R	Hs.677426	chr1p31.3
1552913_at	"melanoma antigen family B, 18"	MAGEB18	Hs.350683	chrXp21.3
1552914_a_at	CD276 molecule	CD276	Hs.77873	chr15q23-q24
1552915_at	"interleukin 28A (interferon, lambda 2)"	IL28A	Hs.567792	chr19q13.13
1552917_at	"interleukin 29 (interferon, lambda 1)"	IL29	Hs.406745	chr19q13.13
1552919_at	chromosome 4 open reading frame 36	C4orf36	Hs.339646	chr4q21.3
1552921_a_at	fidgetin-like 1	FIGNL1	Hs.137516	chr7p12.2
1552922_at	regulating synaptic membrane exocytosis 1	RIMS1	Hs.485729	chr6q12-q13
1552923_a_at	"phosphatidylinositol transfer protein, membrane-associated 2"	PITPNM2	Hs.272759	chr12q24.31
1552924_a_at	"phosphatidylinositol transfer protein, membrane-associated 2"	PITPNM2	Hs.272759	chr12q24.31
1552925_at	protocadherin 10	PCDH10	Hs.192859	chr4q28.3
1552927_at	mitogen-activated protein kinase kinase kinase 7 interacting protein 3	MAP3K7IP3	Hs.188256	chrXp21.2
1552928_s_at	mitogen-activated protein kinase kinase kinase 7 interacting protein 3	MAP3K7IP3	Hs.188256	chrXp21.2
1552929_at	G protein-coupled receptor kinase 7	GRK7	Hs.680654	chr3q21-q23
1552930_at	membrane metallo-endopeptidase-like 1	MMEL1	Hs.591453	chr1p36
1552931_a_at	phosphodiesterase 8A	PDE8A	Hs.9333	chr15q25.3
1552932_at	"NLR family, pyrin domain containing 6"	NLRP6	Hs.352611	chr11p15
1552933_at	chromosome 1 open reading frame 62	C1orf62	Hs.514662	chr1p13.3
1552935_at	"zinc finger, CCHC domain containing 5"	ZCCHC5	Hs.134873	chrXq21.1
1552937_s_at	ATR interacting protein /// three prime repair exonuclease 1	ATRIP /// TREX1	Hs.694840	chr3p21.31
1552938_at	"Zic family member 5 (odd-paired homolog, Drosophila)"	ZIC5	Hs.508570	chr13q32.3
1552939_at	angiopoietin 1	ANGPT1	Hs.369675	chr8q22.3-q23
1552940_at	transmembrane epididymal protein 1	TEDDM1	Hs.156977	chr1q25.3
1552942_at	hypothetical protein FLJ30430	FLJ30430	Hs.650225	chr1q42.2
1552943_at	"gamma-aminobutyric acid (GABA) A receptor, gamma 1"	GABRG1	Hs.375051	chr4p12
1552944_a_at	pannexin 2	PANX2	Hs.440092	chr22q13.33
1552946_at	zinc finger protein 114	ZNF114	Hs.511883	chr19q13.32
1552947_x_at	zinc finger protein 114	ZNF114	Hs.511883	chr19q13.32
1552948_at	coiled-coil domain containing 27	CCDC27	Hs.348700	chr1p36.32
1552950_at	chromosome 15 open reading frame 26	C15orf26	Hs.130979	chr15q25.1
1552952_at	"RNA binding motif protein, Y-linked, family 2, member F pseudogene"	RBMY2FP	Hs.711527	chrYq11.223
1552953_a_at	neurogenic differentiation 2	NEUROD2	Hs.322431	chr17q12
1552954_at	chromosome 5 open reading frame 17	C5orf17	Hs.653082	chr5p14.2
1552955_at	---	---	---	---
1552957_at	"dynein, axonemal, heavy chain 6 /// dynein heavy chain-like 1 /// similar to Dynein heavy chain at 16F"	DNAH6 /// DNHL1 /// LOC200383	Hs.249972	chr2p11.2
1552960_at	leucine rich repeat containing 15	LRRC15	Hs.288467	chr3q29
1552961_at	---	---	Hs.679804	---
1552964_at	chromosome 10 open reading frame 93	C10orf93	Hs.375837	chr10q26.3
1552965_a_at	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"	B3GNT7	Hs.299329	chr2q37.1
1552967_at	zinc finger protein 645	ZNF645	Hs.132485	chrXp22.11
1552969_a_at	"zinc finger, MYM-type 6"	ZMYM6	Hs.533986	chr1p34.2
1552970_s_at	"zinc finger, MYM-type 6"	ZMYM6	Hs.533986	chr1p34.2
1552971_at	sarcoglycan zeta	SGCZ	Hs.676196	chr8p22
1552972_at	---	---	---	---
1552973_at	"wingless-type MMTV integration site family, member 9B"	WNT9B	Hs.326420	chr17q21
1552974_at	---	---	---	---
1552975_x_at	---	---	---	---
1552976_at	---	---	---	---
1552977_a_at	canopy 3 homolog (zebrafish)	CNPY3	Hs.414099	chr6pter-p12.1
1552978_a_at	secretory carrier membrane protein 1	SCAMP1	Hs.482587	chr5q13.3-q14.1
1552979_at	chromosome 2 open reading frame 52	C2orf52	Hs.375211	chr2q37.1
1552980_at	hyaluronan synthase 3	HAS3	Hs.592069	chr16q22.1
1552982_a_at	fibroblast growth factor 4	FGF4	Hs.1755	chr11q13.3
1552985_at	"solute carrier family 30 (zinc transporter), member 8"	SLC30A8	Hs.532270	chr8q24.11
1552986_at	hypothetical protein BC008131	LOC142937	Hs.679824	chr10p15.1
1552987_a_at	hypothetical locus MGC42157	MGC42157	Hs.591071	chr4p14
1552988_at	chromosome 11 open reading frame 65	C11orf65	Hs.653180	chr11q22.3
1552990_at	"family with sequence similarity 71, member E2 /// similar to hCG2008618"	FAM71E2 /// LOC100133695	Hs.528319	chr19q13.42
1552991_at	"olfactory receptor, family 5, subfamily P, member 2"	OR5P2	Hs.351824	chr11p15.4
1552993_at	DPY30 domain containing 1	DYDC1	Hs.407751	chr10q23.1
1552995_at	interleukin 27	IL27	Hs.528111	---
1552997_a_at	IQ motif containing F1	IQCF1	Hs.671210	chr3p21.1
1552998_at	"defensin, beta 125"	DEFB125	Hs.380220	chr20p13
1552999_a_at	WAP four-disulfide core domain 10B	WFDC10B	Hs.237392	chr20q13.12
1553002_at	"defensin, beta 105A /// defensin, beta 105B"	DEFB105A /// DEFB105B	Hs.381378	chr8p23.1
1553003_at	polycystic kidney and hepatic disease 1 (autosomal recessive)	PKHD1	Hs.662050	chr6p12.2
1553004_at	polycystic kidney disease 1 like 1	PKD1L1	Hs.195979	chr7p12.3
1553006_at	G protein-coupled receptor 112	GPR112	Hs.381354	chrXq26.3
1553007_a_at	"odz, odd Oz/ten-m homolog 1(Drosophila)"	ODZ1	Hs.23796	chrXq25
1553009_s_at	"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1"	REXO1L1	Hs.373854	chr8q21.2
1553011_at	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like"	TAF1L	Hs.591086	chr9p21.1
1553013_at	contactin associated protein-like 5	CNTNAP5	Hs.660653	chr2q14.3
1553015_a_at	RecQ protein-like 4	RECQL4	Hs.31442	chr8q24.3
1553016_at	G protein-coupled receptor 113	GPR113	Hs.631878	chr2p23.3
1553019_at	transmembrane channel-like 2	TMC2	Hs.352626	chr20p13
1553020_at	"Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)"	SMCR5	Hs.352643	---
1553021_s_at	bicaudal D homolog 2 (Drosophila)	BICD2	Hs.436939	chr9q22.31
1553022_at	"zinc finger, imprinted 3"	ZIM3	Hs.348622	---
1553023_a_at	"NADPH oxidase, EF-hand calcium binding domain 5"	NOX5	Hs.657932	chr15q23
1553024_at	putative protein LG30	G30	Hs.558713	chr13q33.2|13q34
1553025_at	G protein-coupled receptor 126	GPR126	Hs.318894	chr6q24.1
1553027_a_at	kelch-like 4 (Drosophila)	KLHL4	Hs.49075	chrXq21.3
1553028_at	G protein-coupled receptor 156	GPR156	Hs.333358	chr3q13.33
1553030_a_at	sulfite oxidase	SUOX	Hs.558403	chr12q13.2
1553031_at	G protein-coupled receptor 115	GPR115	Hs.710050	chr6p12.3
1553032_at	interleukin 31 receptor A	IL31RA	Hs.55378	chr5q11.2
1553033_at	synaptotagmin-like 5	SYTL5	Hs.662334	chrXp21.1
1553034_at	serologically defined colon cancer antigen 8	SDCCAG8	Hs.591530	chr1q43-q44
1553036_at	G protein-coupled receptor 111	GPR111	Hs.715357	chr6p12.3
1553037_a_at	synapsin II	SYN2	Hs.445503	chr3p25
1553039_a_at	ankyrin repeat and SOCS box-containing 10	ASB10	Hs.647081	chr7q36.1
1553041_at	"5-hydroxytryptamine (serotonin) receptor 3, family member C"	HTR3C	Hs.632579	chr3q27.1
1553042_a_at	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta"	NFKBID	Hs.466531	chr19q13.12
1553043_a_at	CD300 molecule-like family member f	CD300LF	Hs.567706	chr17q25.1
1553044_at	"gap junction protein, alpha 10, 62kDa"	GJA10	Hs.334499	chr6q15-q16
1553045_at	"wingless-type MMTV integration site family, member 9A"	WNT9A	Hs.149504	chr1q42
1553046_s_at	galactose-3-O-sulfotransferase 2	GAL3ST2	Hs.632556	chr2q37.3
1553047_at	"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"	PIP4K2B	Hs.260603	chr17q12
1553048_a_at	"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"	PIP4K2B	Hs.260603	chr17q12
1553051_s_at	outer dense fiber of sperm tails 3	ODF3	Hs.350949	chr11p15.5
1553052_at	WAP four-disulfide core domain 13	WFDC13	Hs.406733	chr20q13.12
1553053_at	chromosome 14 open reading frame 48	C14orf48	Hs.143845	chr14q32.13
