ID	Gene Symbol	Gene Title
100593_at	Tnnt2	"troponin T2, cardiac"
100594_at	Pigq	"phosphatidylinositol glycan anchor biosynthesis, class Q"
100595_at	Ptp4a2	protein tyrosine phosphatase 4a2
100596_at	Selenbp1	selenium binding protein 1
100597_at	Gyg	glycogenin
100599_at	Atf4	activating transcription factor 4
100600_at	Cd24a	CD24a antigen
100601_at	Itgb5	integrin beta 5
100602_at	Rps15	ribosomal protein S15
100603_at	Dync1i2	dynein cytoplasmic 1 intermediate chain 2
100605_at	Tpm2	"tropomyosin 2, beta"
100606_at	Prnp	prion protein
100607_at	Pld3	"phospholipase D family, member 3"
100608_at	Sptlc1	"serine palmitoyltransferase, long chain base subunit 1"
100609_at	Cfb	complement factor B
100610_at	Capns1	"calpain, small subunit 1"
100611_at	Lyzs	lysozyme
100612_at	Rrm1	ribonucleotide reductase M1
100613_at	Fkbp8	FK506 binding protein 8
100614_at	Mb	myoglobin
100615_at		
100616_at	Cenpa	centromere protein A
100617_at	EG433326 /// EG433923 /// LOC630624 /// LOC669381 /// LOC670371 /// Slc25a5	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 /// predicted gene, EG433326 /// predicted gene, EG433923 /// similar to ADP/ATP translocase 2 (Adenine nucleotide translocator 2) (ANT 2) (ADP,ATP carrier protein 2) (Solute carrier family 25 member 5) /// similar to solute carrier family 25, member 5"
100618_f_at	EG433326 /// EG433923 /// LOC630624 /// LOC669381 /// LOC670371 /// LOC673916 /// Slc25a5	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 /// predicted gene, EG433326 /// predicted gene, EG433923 /// similar to ADP/ATP translocase 2 (Adenine nucleotide translocator 2) (ANT 2) (ADP,ATP carrier protein 2) (Solute carrier family 25 member 5) /// similar to solute carrier family 25, member 5"
100619_r_at	EG433326 /// EG433923 /// LOC630624 /// LOC669381 /// LOC670371 /// LOC673916 /// Slc25a5	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 /// predicted gene, EG433326 /// predicted gene, EG433923 /// similar to ADP/ATP translocase 2 (Adenine nucleotide translocator 2) (ANT 2) (ADP,ATP carrier protein 2) (Solute carrier family 25 member 5) /// similar to solute carrier family 25, member 5"
100620_at	Hpd	4-hydroxyphenylpyruvic acid dioxygenase
100621_at	Rnh1	ribonuclease/angiogenin inhibitor 1
100622_at	Prdx6	peroxiredoxin 6
100623_at	Clca3	chloride channel calcium activated 3
100626_at	Odf2	outer dense fiber of sperm tails 2
100628_at	Ndufc1	"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1"
100629_at	Gstm5	"glutathione S-transferase, mu 5"
100630_f_at	Gstm5	"glutathione S-transferase, mu 5"
100631_r_at	Gstm5	"Glutathione S-transferase, mu 5"
100632_at	Prkag1	"protein kinase, AMP-activated, gamma 1 non-catalytic subunit"
100633_at	Mosc2	MOCO sulphurase C-terminal domain containing 2
100634_at	Rdh7	retinol dehydrogenase 7
100635_at	Sar1a	SAR1 gene homolog A (S. cerevisiae)
100636_at	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1
100669_at		
100670_at	LOC671835	similar to sodium channel 25
100671_at	Ifna11	interferon alpha 11
100672_at	Myo5a	myosin Va
100673_f_at	Klra5	"killer cell lectin-like receptor, subfamily A, member 5"
100674_f_at	Klra6	"killer cell lectin-like receptor, subfamily A, member 6"
100675_at	Gabrr1	"gamma-aminobutyric acid (GABA-C) receptor, subunit rho 1"
100676_at	Synj2	synaptojanin 2
100677_f_at	V2r1 /// V2r2 /// V2r8 /// V2r9	"vomeronasal 2, receptor, 1 /// vomeronasal 2, receptor, 2 /// vomeronasal 2, receptor, 8 /// vomeronasal 2, receptor, 9"
100678_s_at	LOC632660 /// V2r3	"vomeronasal 2, receptor, 3 /// similar to vomeronasal 2, receptor, 8"
100679_at	V2r16	"vomeronasal 2, receptor, 16"
100680_at	Dub1	deubiquitinating enzyme 1
100681_f_at	EG668642	"predicted gene, EG668642"
100682_f_at	Igh-6 /// Igh-VJ558 /// Igkv14-111	Immunoglobulin heavy chain (J558 family) /// Immunoglobulin heavy chain 6 (heavy chain of IgM) /// Immunoglobulin kappa chain variable 14-111
100683_r_at	Igkv14-111	Immunoglobulin kappa chain variable 14-111
100684_at	Prkcsh	protein kinase C substrate 80K-H
100685_at	Krt1	keratin 1
100686_at	EG544872 /// EG545808 /// EG546164 /// EG620248 /// EG625055 /// EG634678 /// EG664975 /// EG667279 /// EG667846 /// EG667847 /// LOC546298 /// LOC620559 /// LOC623242 /// LOC629408 /// LOC635931 /// LOC637606 /// LOC639606 /// LOC665951 /// LOC667116 /// LOC669206 /// LOC669347 /// LOC669682 /// LOC669768 /// LOC670226 /// LOC670228 /// LOC670479 /// LOC670968 /// LOC671929 /// LOC672225 /// LOC672467 /// LOC672594 /// LOC674755 /// LOC675043 /// LOC675277 /// LOC676775 /// LOC677135 /// Rps2	"ribosomal protein S2 /// predicted gene, EG544872 /// predicted gene, EG545808 /// predicted gene, EG546164 /// similar to 40S ribosomal protein S2 /// predicted gene, EG620248 /// predicted gene, EG625055 /// predicted gene, EG634678 /// predicted gene, EG664975 /// predicted gene, EG667279 /// predicted gene, EG667846 /// predicted gene, EG667847 /// similar to ribosomal protein S2 /// hypothetical protein LOC669768 /// hypothetical protein LOC670226"
100687_f_at	V2r14	"vomeronasal 2, receptor, 14"
100688_at	Crybb2	"crystallin, beta B2"
100689_at	Svs4	seminal vesicle secretory protein 4
100690_at	Th	tyrosine hydroxylase
100691_at	Scn3a	"sodium channel, voltage-gated, type III, alpha"
100692_at		
100693_at	Gabrg3	"gamma-aminobutyric acid (GABA-A) receptor, subunit gamma 3"
100694_at	Rplp1	"ribosomal protein, large, P1"
100695_at	Edn2	endothelin 2
100696_at	Pde6a	"phosphodiesterase 6A, cGMP-specific, rod, alpha"
100697_at	Pax3	paired box gene 3
100698_at	Prop1	paired like homeodomain factor 1
100699_at	Nfatc2ip	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein"
100700_s_at	Nr5a1	"nuclear receptor subfamily 5, group A, member 1"
100701_r_at	Nr5a1	"nuclear receptor subfamily 5, group A, member 1"
100702_at	Shbg	sex hormone binding globulin
100703_at	Npy2r	neuropeptide Y receptor Y2
100704_at	Cmtm4	CKLF-like MARVEL transmembrane domain containing 4
100705_at	Lhcgr	luteinizing hormone/choriogonadotropin receptor
100706_f_at	Sfmbt2	Scm-like with four mbt domains 2
100707_at	Sh3rf1	SH3 domain containing ring finger 1
100708_at	H3f3b	"H3 histone, family 3B"
100709_at	Tpbpa	trophoblast specific protein alpha
100710_at	LOC675857	similar to Transitional endoplasmic reticulum ATPase (TER ATPase) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)
100711_at	Rpl10a	ribosomal protein L10A
100712_at	Npas1	neuronal PAS domain protein 1
100713_at	Zfp617	zinc finger protein 617
100714_at	Bapx1	bagpipe homeobox gene 1 homolog (Drosophila)
100715_at	Msmb	beta-microseminoprotein
100716_at	Has1	hyaluronan synthase1
100717_at	U90926	cDNA sequence U90926
100718_at	Ptma	prothymosin alpha
100719_f_at	Klk1b16	kallikrein 1-related peptidase b16
100720_at	Pabpc1	"poly A binding protein, cytoplasmic 1"
100721_f_at	EG432708 /// EG668549 /// Igh-VJ558 /// Ighv1-52 /// Ighv1-61 /// Ighv1-69 /// LOC382693 /// LOC635899 /// LOC636044 /// LOC637794 /// LOC673286 /// V165-D-J-C mu	"immunoglobulin heavy chain (J558 family) /// IgM variable region /// similar to immunoglobulin heavy chain /// immunoglobulin heavy variable V1-52 /// predicted gene, EG432708 /// immunoglobulin heavy variable V1-69 /// similar to Ig heavy chain V region VH558 A1/A4 precursor /// similar to Ig heavy chain V region 23 precursor /// similar to Ig heavy chain V region 3 precursor /// predicted gene, EG668549 /// similar to Ig heavy chain V region 102 precursor /// immunoglobulin heavy variable V1-61"
100722_r_at		
100723_f_at	Sprr2e	small proline-rich protein 2E
100724_at	Zfp28	zinc finger protein 28
100725_at	Nqo1	"NAD(P)H dehydrogenase, quinone 1"
100726_at	Grin2a	"glutamate receptor, ionotropic, NMDA2A (epsilon 1)"
100727_at	Rpl28	ribosomal protein L28
100728_at	Mpdz	multiple PDZ domain protein
100729_at	Rpl26	ribosomal protein L26
100730_at	Cd180	CD180 antigen
100731_at	Prp15	proline-rich protein 15
100732_at	Rps8	ribosomal protein S8
100733_at	Psma2	"proteasome (prosome, macropain) subunit, alpha type 2"
100734_at	Rpl3	ribosomal protein L3
100735_at	Krtap6-3	keratin associated protein 6-3
100736_at	Barx2	BarH-like homeobox 2
100737_at	Onecut1	"one cut domain, family member 1"
100738_at	Spi15	serine protease inhibitor 15
100739_at	Spi16	serine protease inhibitor 16
100740_at	Gp5	glycoprotein 5 (platelet)
100741_at	Fprl1	formyl peptide receptor-like 1
100742_at	AA409749	expressed sequence AA409749
100743_at	D030070L09Rik	RIKEN cDNA D030070L09 gene
100744_at	6820424L24Rik	RIKEN cDNA 6820424L24 gene
100745_r_at	AA408156	expressed sequence AA408156
100746_at		Transcribed locus
100747_at	AA408954	expressed sequence AA408954
100748_at	D10Wsu159e	"DNA segment, Chr 10, Wayne State University 159, expressed"
100749_at	Zbtb37	zinc finger and BTB domain containing 37
100750_at	AA414903	expressed sequence AA414903
100751_at	Adam10	a disintegrin and metallopeptidase domain 10
100752_at	Rrh	retinal pigment epithelium derived rhodopsin homolog
100753_at	Atp5a1	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1"
100754_at	Evi1	ecotropic viral integration site 1
100755_at	Ela2	"elastase 2, neutrophil"
100756_r_at	Tyms-ps	"thymidylate synthase, pseudogene"
100757_at	Cacnb2	"calcium channel, voltage-dependent, beta 2 subunit"
100758_at	Rps28	ribosomal protein S28
100759_at	Mrc2	"mannose receptor, C type 2"
100760_at	Dsc1	desmocollin 1
100761_at	Strn	"striatin, calmodulin binding protein"
100762_at	Sema6a	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"
100763_at	D2Ertd127e	"DNA segment, Chr 2, ERATO Doi 127, expressed"
100764_at	Il2rb	"interleukin 2 receptor, beta chain"
100765_at	Fndc7	fibronectin type III domain containing 7
100766_at	Edn3	endothelin 3
100767_at	Gnpnat1	Glucosamine-phosphate N-acetyltransferase 1
100768_at	Magi2	"Membrane associated guanylate kinase, WW and PDZ domain containing 2"
100769_at		
100771_at	Blnk	B-cell linker
100772_g_at	Blnk	B-cell linker
100773_at	Il12a	interleukin 12a
100774_at	D12Wsu118e	"DNA segment, Chr 12, Wayne State University 118, expressed"
100775_at		
100776_at	6030490I01Rik	RIKEN cDNA 6030490I01 gene
100778_at	Cd38	CD38 antigen
100779_at	Il12b	interleukin 12b
100780_at	Rps4x	"ribosomal protein S4, X-linked"
100828_at	Myl4	"myosin, light polypeptide 4"
100839_at		
100876_at	Fez1	fasciculation and elongation protein zeta 1 (zygin I)
100877_at	1810058I24Rik	RIKEN cDNA 1810058I24 gene
100878_at	Strn3	"striatin, calmodulin binding protein 3"
100879_at	Actn3	actinin alpha 3
100880_at	Gbp6	guanylate binding protein 6
100882_at	Defb1	defensin beta 1
100883_at	Arfl4	ADP-ribosylation factor 4-like
100884_at	Akr1b8	"aldo-keto reductase family 1, member B8"
100885_at	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2
100886_f_at	Mrpl45	mitochondrial ribosomal protein L45
100887_at	Smc6	structural maintenance of chromosomes 6
100888_at	Sorl1	"sortilin-related receptor, LDLR class A repeats-containing"
100889_at	Samd4b	sterile alpha motif domain containing 4B
100890_at	Chaf1b	"chromatin assembly factor 1, subunit B (p60)"
100891_at	Smcp	sperm mitochondria-associated cysteine-rich protein
100892_at	Ndufaf1	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1"
100893_at	Sptlc2	"serine palmitoyltransferase, long chain base subunit 2"
100894_at	Orc5l	"origin recognition complex, subunit 5-like (S. cerevisiae)"
100895_at	Lsg1	large subunit GTPase 1 homolog (S. cerevisiae)
100896_at	Cacng1	"calcium channel, voltage-dependent, gamma subunit 1"
100897_f_at	Tapbp	TAP binding protein
100898_r_at	Tapbp	TAP binding protein
100899_s_at	Zbtb22	zinc finger and BTB domain containing 22
100900_at	Hcfc1	host cell factor C1
100901_at	Hcfc1	host cell factor C1
100902_at	2610019F03Rik	RIKEN cDNA 2610019F03 gene
100903_at	Parp2	"poly (ADP-ribose) polymerase family, member 2"
100904_at	Mett11d1	methyltransferase 11 domain containing 1
100905_at	Herc4	hect domain and RLD 4
100906_at	Itgb7	integrin beta 7
100907_at	Kcne1l	"potassium voltage-gated channel, Isk-related family, member 1-like"
100908_at	Ptpra	"protein tyrosine phosphatase, receptor type, A"
100909_at	Prss8	"protease, serine, 8 (prostasin)"
100910_at	Surf2	surfeit gene 2
100911_at	Gpaa1	GPI anchor attachment protein 1
100912_at	Dph5	DPH5 homolog (S. cerevisiae)
100913_at	BC026682	cDNA sequence BC026682
100914_at	EG668701	"Predicted gene, EG668701"
100915_at	Myh9	"myosin, heavy polypeptide 9, non-muscle"
100916_at	Slc22a1	"solute carrier family 22 (organic cation transporter), member 1"
100917_at	Wdr55	WD repeat domain 55
100920_at		
100921_at	Tnni3	"troponin I, cardiac"
100923_at	Myo10	myosin X
100924_at	Gata3	GATA binding protein 3
100925_at	2700089E24Rik	RIKEN cDNA 2700089E24 gene
100926_at		
100927_at	Pltp	phospholipid transfer protein
100928_at	Fbln2	fibulin 2
100929_at	Mtmr9	myotubularin related protein 9
100931_at	Arsa	arylsulfatase A
100932_at	Capn1	calpain 1
100933_at	Stx1a	syntaxin 1A (brain)
100935_at	Mlx	MAX-like protein X
100938_at	Ghrh	growth hormone releasing hormone
100939_at	Zfp282	zinc finger protein 282
100941_at	Pias2	protein inhibitor of activated STAT 2
100943_at	Slc1a4	"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"
100944_at	AW112010	expressed sequence AW112010
100946_at	Hspa1b	heat shock protein 1B
100947_at		CDNA clone IMAGE:1265020
100948_at	Ank	progressive ankylosis
100949_at	BC004044	cDNA sequence BC004044
100951_at	Pkd2	polycystic kidney disease 2
100952_at	Stim1	stromal interaction molecule 1
100953_at	Timeless	timeless homolog (Drosophila)
100954_at	Hrb	HIV-1 Rev binding protein
100955_at	Ube2t	ubiquitin-conjugating enzyme E2T (putative)
100956_at	Kl	klotho
100957_at	Ssbp1	single-stranded DNA binding protein 1
100958_at	Spata13	spermatogenesis associated 13
100959_at	S100a13	S100 calcium binding protein A13
100960_g_at	S100a13	S100 calcium binding protein A13
100961_at	Kcnh2	"potassium voltage-gated channel, subfamily H (eag-related), member 2"
100962_at	Nab2	Ngfi-A binding protein 2
100963_at	Pnkd	paroxysmal nonkinesiogenic dyskinesia
100964_at	Vti1b	vesicle transport through interaction with t-SNAREs 1B homolog
100965_at	Cox8c	"cytochrome c oxidase, subunit VIIIc"
100966_at	Serpind1	"serine (or cysteine) peptidase inhibitor, clade D, member 1"
100967_at	Slc27a2	"solute carrier family 27 (fatty acid transporter), member 2"
100968_at	Cstf3	"cleavage stimulation factor, 3' pre-RNA, subunit 3"
100970_at	Akt1	thymoma viral proto-oncogene 1
100971_at	Tead3	TEA domain family member 3
100972_s_at	Ccl27	chemokine (C-C motif) ligand 27
100973_i_at	Ccl27	chemokine (C-C motif) ligand 27
100974_at	Ssbp4	single stranded DNA binding protein 4
100975_f_at	Ssbp4	Single stranded DNA binding protein 4
100976_at	Ptpn9	"protein tyrosine phosphatase, non-receptor type 9"
100977_at	Pdk1	"pyruvate dehydrogenase kinase, isoenzyme 1"
100978_at	Frg1	FSHD region gene 1
100979_at	Rnf138	ring finger protein 138
100980_at	Rock1	Rho-associated coiled-coil containing protein kinase 1
100981_at	Ifit1	interferon-induced protein with tetratricopeptide repeats 1
100982_at	Kctd9	potassium channel tetramerisation domain containing 9
100983_at	Prep	prolyl endopeptidase
100984_at	Atf1	activating transcription factor 1
100985_at	Siah1a	seven in absentia 1A
100986_at	Fhl2	four and a half LIM domains 2
100987_f_at	1500019G21Rik	RIKEN cDNA 1500019G21 gene
100988_at	Bcl2l11	BCL2-like 11 (apoptosis facilitator)
100989_at	Itgb1bp1	integrin beta 1 binding protein 1
100990_g_at	Itgb1bp1	integrin beta 1 binding protein 1
100991_at	Itgb1bp1	integrin beta 1 binding protein 1
100992_at	Phc1	polyhomeotic-like 1 (Drosophila)
100994_at	Aatk	apoptosis-associated tyrosine kinase
100995_at	Ciz1	CDKN1A interacting zinc finger protein 1
100996_at	Agpat6	"1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)"
100997_at	Des	desmin
100998_at	H2-Ab1	"histocompatibility 2, class II antigen A, beta 1"
101000_at	Oaz2	ornithine decarboxylase antizyme 2
101001_at	Gpr177	G protein-coupled receptor 177
101002_at	Azin1	antizyme inhibitor 1
101003_at	Sfrs3	"splicing factor, arginine/serine-rich 3 (SRp20)"
101004_f_at	Sfrs3	"splicing factor, arginine/serine-rich 3 (SRp20)"
101006_at	Acat2	acetyl-Coenzyme A acetyltransferase 2
101007_at	Mknk2	MAP kinase-interacting serine/threonine kinase 2
101008_at	Tcerg1	transcription elongation regulator 1 (CA150)
101009_at	Krt8	keratin 8
101010_at		
101011_at	Cct4	chaperonin subunit 4 (delta)
101013_at	Oaz1	ornithine decarboxylase antizyme
101014_at	Ifnar2	interferon (alpha and beta) receptor 2
101015_s_at	Ifnar2	interferon (alpha and beta) receptor 2
101016_at	Arf1	ADP-ribosylation factor 1
101017_at	Cdk4	cyclin-dependent kinase 4
101019_at	Ctsc	cathepsin C
101020_at	Ctsc	cathepsin C
101022_at	Sfrs1	"splicing factor, arginine/serine-rich 1 (ASF/SF2)"
101023_f_at	0610010E21Rik	RIKEN cDNA 0610010E21 gene
101024_i_at	Sprr2a	small proline-rich protein 2A
101025_f_at	Sprr2a	small proline-rich protein 2A
101026_at	Pttg1	pituitary tumor-transforming 1
101027_s_at	Pttg1	pituitary tumor-transforming 1
101028_i_at	Actc1	"actin, alpha, cardiac"
101029_f_at	Actc1	"actin, alpha, cardiac"
101030_at	Rhob	"ras homolog gene family, member B"
101031_at	Surf1	surfeit gene 1
101033_at	Nudc	nuclear distribution gene C homolog (Aspergillus)
101034_at	Grb2	growth factor receptor bound protein 2
101035_at	Api5	apoptosis inhibitor 5
101036_at	LOC546321 /// LOC673774 /// Tomm20	translocase of outer mitochondrial membrane 20 homolog (yeast) /// similar to translocase of outer mitochondrial membrane 20 homolog
101037_at	Abi1	abl-interactor 1
101039_at	Col4a2	"procollagen, type IV, alpha 2"
101040_at	Capn2	calpain 2
101041_at	Krt14	keratin 14
101042_f_at	Pepd	peptidase D
101043_f_at	1810049H19Rik /// Try4	trypsin 4 /// RIKEN cDNA 1810049H19 gene
101044_at	Alad	"aminolevulinate, delta-, dehydratase"
101045_at	Hsd17b10	hydroxysteroid (17-beta) dehydrogenase 10
101046_at	Vim	vimentin
101047_at	Cd99	CD99 antigen
101048_at	Ptprc	"protein tyrosine phosphatase, receptor type, C"
101049_at	EG622589 /// EG633570 /// EG668782 /// EG668844 /// LOC546695 /// LOC622098 /// LOC630855 /// LOC639477 /// LOC668706 /// LOC669503 /// LOC671640 /// LOC672158 /// LOC672173 /// LOC672854 /// LOC673562 /// LOC676252 /// LOC676326 /// Rpl12 /// Snora65	"small nucleolar RNA, H/ACA box 65 /// ribosomal protein L12 /// similar to 60S ribosomal protein L12 /// predicted gene, EG622589 /// predicted gene, EG633570 /// predicted gene, EG668782 /// predicted gene, EG668844"
101050_at	Rfk	riboflavin kinase
101051_at	S100a3	S100 calcium binding protein A3
